DATE,DEXCAUS
2021-05-01,1.2124800000000000
2021-06-01,1.2220409090909091
2021-07-01,1.2530428571428571
2021-08-01,1.2598954545454545
2021-09-01,1.2671095238095238
2021-10-01,1.2433600000000000
2021-11-01,1.2566950000000000
2021-12-01,1.2800380952380952
2022-01-01,1.2622350000000000
2022-02-01,1.2711000000000000
2022-03-01,1.2660347826086957
2022-04-01,1.2628190476190476
2022-05-01,1.2859142857142857
2022-06-01,1.2804238095238095
2022-07-01,1.2936250000000000
2022-08-01,1.2917478260869565
2022-09-01,1.3338523809523810
2022-10-01,1.3689350000000000
2022-11-01,1.3457100000000000
2022-12-01,1.3585428571428571
2023-01-01,1.3422200000000000
